Q	Names
q888	List.Zip
q889	List.Count List.Zip
q890	List.Combine
q891	List.Combine
q892	List.Average List.Sum
q893	List.Median
q894	List.Mode List.Modes
q895	List.StandardDeviation
q896	List.Average List.Max List.Min List.Sum
q897	List.Sum
q898	List.Average List.Median List.Mode List.StandardDeviation List.Sum
q899	List.MaxN List.MinN
q900	List.MaxN List.MinN
q901	List.MaxN
q902	List.MaxN List.MinN
q903	List.Numbers
q904	List.Numbers
q905	List.Numbers List.Sum
q906	List.Dates
q907	List.Dates
q908	List.DateTimes
q909	List.Durations
q910	List.Dates
q911	List.Dates
q912	List.Dates
q913	List.Buffer
q914	List.Buffer List.Count List.Sum List.Transform
q915	List.Buffer List.Generate List.Numbers List.Sum
q916	List.Buffer
q917	List.Buffer List.FirstN List.LastN List.Reverse List.Sort
q918	List.Buffer
q919	List.Buffer List.Reverse
q920	Number.Random
q921	Number.RandomBetween
q922	List.Count List.Random
q923	List.Average List.Count List.Distinct List.Max List.Min List.Numbers List.Transform Number.RandomBetween
q924	Number.RandomBetween
q925	List.Random Number.RandomBetween
q926	Number.Random Number.RandomBetween
q927	List.Transform Text.Upper
q928	List.Transform Text.From
q929	List.Generate List.Numbers List.Transform
q930	List.Transform
q931	List.Transform
q932	List.Select
q933	Comparer.OrdinalIgnoreCase List.RemoveItems
q934	List.Sum Table.FromRecords Table.Group Table.RowCount
q935	List.Sum Table.FromRecords Table.Group
q936	GroupKind.Global GroupKind.Local List.Sum Table.FromRecords Table.Group
q937	List.Average List.Sum Table.FromRecords Table.Group Table.RowCount
q938	Table.FromRecords Table.Group
q939	List.Sum Table.FromRecords Table.Group
q940	List.Sum Table.FromRecords Table.Group
q941	Table.FromRecords Table.Sort
q942	Order.Ascending Order.Descending Table.FromRecords Table.Sort
q943	Order.Ascending Order.Descending Table.FromRecords Table.Sort
q944	Table.FromRecords Table.Sort
q945	Order.Descending Table.FromRecords Table.Sort
q946	Table.FromRecords Table.Sort Text.Lower Value.Compare
q947	Table.FromRecords Table.Sort
q948	Table.FromRecords Table.SelectRows
q949	Table.FromRecords Table.SelectRows
q950	Table.FromRecords Table.SelectRows
q951	Table.FromRecords Table.SelectRows
q952	Table.FromRecords Table.SelectRows
q953	Table.FromRecords Table.SelectRows
q954	Table.FromRecords Table.SelectRows
q955	Table.AddColumn Table.FromRecords Text.From
q956	Number.Mod Table.AddColumn Table.FromRecords Text.From
q957	Table.AddColumn Table.FromRecords
q958	Json.FromValue Table.AddColumn Table.FromRecords
q959	Table.AddColumn Table.FromRecords
q960	Table.AddColumn Table.FromRecords
q961	Table.AddColumn Table.FromRecords
q962	Table.AddIndexColumn Table.FromRecords
q963	Table.AddIndexColumn Table.FromRecords
q964	Table.AddIndexColumn Table.FromRecords
q965	Table.AddIndexColumn Table.FromRecords
q966	Table.AddIndexColumn Table.FromRecords
q967	Table.AddIndexColumn Table.FromRecords
q968	Table.AddIndexColumn Table.FromRecords
q969	Table.ExpandRecordColumn Table.FromRecords
q970	Table.ExpandRecordColumn Table.FromRecords
q971	Table.ExpandListColumn Table.FromRecords
q972	Table.ExpandListColumn Table.FromRecords
q973	Table.ExpandTableColumn Table.FromRecords
q974	Table.ExpandRecordColumn Table.FromRecords
q975	Table.ExpandRecordColumn Table.FromRecords
q976	Table.FromRecords Table.Pivot
q977	List.Sum Table.FromRecords Table.Pivot
q978	Table.FromRecords Table.Pivot
q979	Table.FromRecords Table.Unpivot
q980	Table.FromRecords Table.Unpivot
q981	Table.FromRecords Table.UnpivotOtherColumns
q982	Table.FromRecords Table.Pivot Table.Unpivot
q983	JoinKind.Inner Table.FromRecords Table.Join
q984	JoinKind.FullOuter JoinKind.LeftOuter JoinKind.RightOuter Table.FromRecords Table.Join
q985	JoinKind.LeftAnti JoinKind.RightAnti Table.FromRecords Table.Join
q986	JoinKind.Inner Table.FromRecords Table.Join
q987	JoinKind.Inner JoinKind.LeftOuter Table.FromRecords Table.Join
q988	JoinKind.Inner JoinKind.LeftOuter Table.FromRecords Table.Join
q989	JoinKind.Inner Table.FromRecords Table.Join
q990	JoinKind.Inner Table.FromRecords Table.NestedJoin
q991	JoinKind.LeftOuter Table.FromRecords Table.NestedJoin
q992	JoinKind.Inner Table.ExpandTableColumn Table.FromRecords Table.Join Table.NestedJoin
q993	JoinKind.LeftOuter Table.FromRecords Table.NestedJoin
q994	JoinKind.LeftOuter Table.FromRecords Table.NestedJoin
q995	JoinKind.LeftAnti JoinKind.RightAnti Table.FromRecords Table.NestedJoin
q996	JoinKind.FullOuter JoinKind.RightOuter Table.FromRecords Table.NestedJoin
q997	Table.FillDown Table.FromRecords
q998	Table.FillDown Table.FromRecords
q999	Table.FillDown Table.FromRecords
q1000	Table.FillUp Table.FromRecords
q1001	Table.FillDown Table.FromRecords
q1002	Table.FillDown Table.FromRecords
q1003	Table.FillDown Table.FillUp Table.FromRecords
q1004	Replacer.ReplaceValue Table.FromRecords Table.ReplaceValue
q1005	Replacer.ReplaceValue Table.FromRecords Table.ReplaceValue
q1006	Replacer.ReplaceText Table.FromRecords Table.ReplaceValue
q1007	Replacer.ReplaceValue Table.FromRecords Table.ReplaceValue
q1008	Number.IntegerDivide Table.AddColumn Table.FromRecords Table.ReplaceErrorValues
q1009	Number.IntegerDivide Table.AddColumn Table.FromRecords Table.ReplaceErrorValues
q1010	Replacer.ReplaceValue Table.FromRecords Table.ReplaceValue
q1011	Table.FromRecords Table.TransformColumnTypes
q1012	Table.FromRecords Table.TransformColumnTypes
q1013	Table.FromRecords Table.TransformColumnTypes
q1014	Table.FromRecords Table.TransformColumnTypes
q1015	Table.FromRecords Table.TransformColumnTypes
q1016	Table.FromRecords Table.TransformColumnTypes
q1017	Table.FromRecords Table.TransformColumnTypes
q1018	Table.FromRecords
q1019	Table.FromRows
q1020	Table.FromList
q1021	Table.FromColumns
q1022	Table.FromColumns
q1023	Table.FromRows
q1024	Table.FromRecords Table.FromRows Table.ToRows
q1025	Table.FromRecords Table.RemoveRowsWithErrors
q1026	Table.AddColumn Table.FromRecords Table.RemoveRowsWithErrors
q1027	Table.FromRecords Table.RemoveRowsWithErrors
q1028	Table.AddColumn Table.FromRecords Table.RemoveRowsWithErrors
q1029	Table.AddColumn Table.FromRecords Table.RemoveRowsWithErrors
q1030	Table.RemoveRowsWithErrors
q1031	Table.AddColumn Table.FromRecords Table.RemoveRowsWithErrors Table.RowCount
q1032	Table.Distinct Table.FromRecords
q1033	Table.Distinct Table.FromRecords
q1034	Comparer.OrdinalIgnoreCase Table.Distinct Table.FromRecords
q1035	Table.Distinct Table.FromRecords
q1036	Table.Distinct Table.FromRecords
q1037	Table.Distinct Table.FromRecords Text.Lower
q1038	Table.Distinct Table.FromRecords
q1039	Table.Combine Table.FromRecords
q1040	Table.Combine Table.FromRecords
q1041	Table.Combine Table.FromRecords
q1042	Table.Combine Table.FromRecords
q1043	Table.Combine Table.FromRecords
q1044	Table.Combine Table.FromRecords
q1045	Table.Combine Table.FromRecords
q1046	Record.AddField
q1047	Record.AddField
q1048	Record.AddField
q1049	Record.Combine
q1050	Record.RenameFields
q1051	MissingField.Error MissingField.Ignore MissingField.UseNull Record.SelectFields
q1052	Record.FieldOrDefault
q1053	Record.TransformFields Text.From
q1054	Record.TransformFields Text.Upper
q1055	MissingField.Ignore Record.TransformFields
q1056	Record.FromList
q1057	Record.FromList
q1058	Record.RemoveFields
q1059	Record.Field Record.HasFields
q1060	Date.AddYears
q1061	Date.AddMonths
q1062	Date.AddDays
q1063	Date.AddYears
q1064	Date.WeekOfYear Day.Monday Day.Sunday
q1065	Date.From
q1066	
q1067	DateTime.From
q1068	DateTime.From
q1069	DateTimeZone.RemoveZone DateTimeZone.SwitchZone DateTimeZone.ToUtc
q1070	DateTime.ToText
q1071	Date.FromText
q1072	DateTime.From DateTime.FromText
q1073	Date.Day Date.Month Date.Year DateTime.Date DateTime.Time
q1074	Duration.From
q1075	
q1076	
q1077	Time.From
q1078	Duration.Days Duration.Hours Duration.Minutes Duration.TotalDays Duration.TotalHours Duration.TotalMinutes
q1079	
q1080	
q1081	Json.Document
q1082	Json.Document
q1083	Json.Document
q1084	Json.Document
q1085	Json.Document Json.FromValue
q1086	Json.Document
q1087	Json.FromValue
q1088	Csv.Document Text.ToBinary TextEncoding.Utf8
q1089	Csv.Document Text.ToBinary TextEncoding.Utf8
q1090	Csv.Document QuoteStyle.None Text.ToBinary TextEncoding.Utf8
q1091	Csv.Document Text.ToBinary TextEncoding.Utf8
q1092	Csv.Document Text.ToBinary TextEncoding.Utf8
q1093	Lines.FromText
q1094	Lines.ToText
q1095	Type.Is Value.Is
q1096	Type.Is Value.Is
q1097	Type.Is Value.Is
q1098	Value.Compare
q1099	Value.Compare
q1100	Value.Is Value.Type
q1101	Type.Is
q1102	
q1103	
q1104	
q1105	
q1106	
q1107	
q1108	
q1109	
q1110	
q1111	
q1112	
q1113	
q1114	
q1115	
q1116	Text.Contains
q1117	Comparer.OrdinalIgnoreCase Text.Contains
q1118	Comparer.OrdinalIgnoreCase Text.EndsWith Text.StartsWith
q1119	Comparer.Ordinal Comparer.OrdinalIgnoreCase
q1120	Comparer.FromCulture
q1121	Comparer.OrdinalIgnoreCase Text.PositionOf
q1122	Comparer.OrdinalIgnoreCase List.Contains
q1123	
q1124	List.Combine
q1125	
q1126	
q1127	List.Combine List.Count List.Sum
q1128	List.Count
q1129	List.Combine
q1130	Replacer.ReplaceValue
q1131	Replacer.ReplaceText
q1132	Replacer.ReplaceValue Table.FromRecords Table.ReplaceValue
q1133	Replacer.ReplaceText Table.FromRecords Table.ReplaceValue
q1134	Replacer.ReplaceValue Table.FromRecords Table.ReplaceValue
q1135	Replacer.ReplaceText Text.Replace
q1136	Replacer.ReplaceValue Table.AddColumn Table.FromRecords Table.RemoveRowsWithErrors Table.ReplaceErrorValues
q1137	Table.AddColumn Table.ColumnNames Table.ExpandRecordColumn Table.FromRecords Table.ReplaceErrorValues
q1138	Int64.Type List.Sum Table.AddColumn Table.FromRecords Table.Group Table.ReplaceErrorValues
q1139	JoinKind.Inner Table.AddColumn Table.ExpandTableColumn Table.FromRecords Table.NestedJoin Table.ReplaceErrorValues
q1140	Table.AddColumn Table.FillDown Table.FromRecords Table.ReplaceErrorValues
q1141	Number.Mod Table.AddColumn Table.FromRecords Table.ReplaceErrorValues Table.RowCount Table.SelectRows
q1142	Replacer.ReplaceValue Table.AddColumn Table.FromRecords Table.ReplaceErrorValues Table.ReplaceValue
q1143	Table.AddColumn Table.ExpandListColumn Table.FromRecords Table.ReplaceErrorValues Table.RowCount
q1144	Record.FieldCount Record.HasFields
q1145	List.Contains Record.FieldNames
q1146	List.Count List.Distinct Record.FieldNames
q1147	List.Count List.Select Record.FieldNames Text.StartsWith
q1148	Record.Field Value.Is
q1149	Record.FieldCount Record.ToTable Table.ColumnNames Table.RowCount
q1150	Record.FieldCount Record.FieldNames Record.RemoveFields Record.SelectFields
q1151	Text.From
q1152	Number.ToText
q1153	Json.FromValue
q1154	Text.From
q1155	Json.Document Json.FromValue Text.FromBinary TextEncoding.Utf8
q1156	Json.FromValue Text.From
q1157	Json.FromValue Number.ToText Table.AddColumn Table.FromRecords Text.From
q1158	DateTimeZone.ToText
q1159	DateTimeZone.ToText
q1160	DateTimeZone.ToText
q1161	DateTimeZone.ToText
q1162	DateTimeZone.ToText
q1163	DateTimeZone.FromText DateTimeZone.ToText
q1164	DateTimeZone.ToText
q1165	List.Sort Record.FieldNames Text.Combine
q1166	Table.RowCount Table.SelectRows
q1167	Expression.Evaluate File.Contents Text.FromBinary TextEncoding.Utf8
q1168	JoinKind.LeftSemi JoinKind.RightSemi Table.FromRecords Table.Join
q1169	JoinAlgorithm.Dynamic JoinAlgorithm.PairwiseHash JoinAlgorithm.SortMerge Value.Is
q1170	BinaryFormat.Byte BinaryFormat.UnsignedInteger16 BinaryFormat.UnsignedInteger32
q1171	BinaryFormat.SignedInteger16 BinaryFormat.SignedInteger32
q1172	BinaryFormat.Double BinaryFormat.Single
q1173	BinaryFormat.Null
q1174	Binary.ToText BinaryEncoding.Hex BinaryFormat.Binary
q1175	BinaryFormat.Text
q1176	BinaryFormat.ByteOrder BinaryFormat.UnsignedInteger32 ByteOrder.BigEndian
q1177	BinaryFormat.7BitEncodedSignedInteger BinaryFormat.7BitEncodedUnsignedInteger
q1178	BinaryFormat.Byte BinaryFormat.Record BinaryFormat.UnsignedInteger16
q1179	BinaryFormat.Byte BinaryFormat.Group
q1180	BinaryFormat.Byte BinaryFormat.List
q1181	BinaryFormat.Byte BinaryFormat.Choice BinaryFormat.Null
q1182	BinaryFormat.Byte BinaryFormat.Length BinaryFormat.Text
q1183	BinaryFormat.Byte BinaryFormat.Transform
q1184	Expression.Evaluate File.Contents Text.FromBinary TextEncoding.Utf8
q1185	Binary.ApproximateLength
q1186	Binary.Buffer Binary.ToList
q1187	Binary.Compress Binary.Decompress Binary.ToList Compression.Deflate
q1188	Binary.Split Binary.ToList List.Transform
q1189	Binary.ToList
q1190	Binary.Type Type.Is
q1191	Binary.Compress Binary.Decompress Binary.ToList Compression.GZip
q1192	List.ContainsAll
q1193	List.ContainsAny
q1194	List.FindText
q1195	List.InsertRange
q1196	List.IsDistinct
q1197	List.NonNullCount
q1198	List.Positions
q1199	List.Product
q1200	List.RemoveRange
q1201	List.ReplaceMatchingItems
q1202	List.ReplaceRange
q1203	List.ReplaceValue Replacer.ReplaceValue
q1204	List.Split
q1205	List.Single
q1206	List.SingleOrDefault
q1207	List.TransformMany
q1208	Number.Combinations
q1209	Number.Cosh
q1210	
q1211	Number.Factorial
q1212	Number.Permutations
q1213	Number.RoundAwayFromZero
q1214	Number.RoundTowardZero
q1215	Number.Sinh
q1216	Number.Tanh
q1217	Number.Type Type.Is
q1218	Text.AfterDelimiter
q1219	Text.BeforeDelimiter
q1220	Text.BetweenDelimiters
q1221	Text.Clean
q1222	Text.InferNumberType Type.Is
q1223	Text.ReplaceRange
q1224	Text.Select
q1225	Text.Type Type.Is
q1226	BinaryEncoding.Base64 BinaryEncoding.Hex
q1227	Day.Friday Day.Monday Day.Saturday Day.Sunday Day.Thursday Day.Tuesday Day.Wednesday
q1228	JoinKind.FullOuter JoinKind.Inner JoinKind.LeftAnti JoinKind.LeftOuter JoinKind.LeftSemi JoinKind.RightAnti JoinKind.RightOuter JoinKind.RightSemi
q1229	JoinSide.Left JoinSide.Right
q1230	MissingField.Error MissingField.UseNull
q1231	Occurrence.Last
q1232	Duration.ToRecord
q1233	Duration.Type Type.Is
q1234	Time.StartOfHour
q1235	Time.FromText
q1236	Time.ToRecord
q1237	Type.IsNullable
q1238	Type.Is Type.NonNullable
q1239	Type.Is Type.ListItem
q1240	Type.IsOpenRecord
q1241	Type.IsOpenRecord Type.OpenRecord
q1242	Type.ClosedRecord Type.IsOpenRecord
q1243	Date.StartOfDay
q1244	Date.EndOfDay
q1245	Date.StartOfMonth
q1246	Date.EndOfMonth
q1247	Date.StartOfQuarter
q1248	Date.EndOfQuarter
q1249	Date.StartOfYear
q1250	Date.EndOfYear
q1251	Date.MonthName
q1252	Date.QuarterOfYear
q1253	Date.ToRecord
q1254	Date.Type Type.Is
q1255	DateTime.FromFileTime
q1256	DateTime.ToRecord
q1257	DateTime.Type Type.Is
q1258	DateTimeZone.From
q1259	DateTimeZone.FromFileTime
q1260	DateTimeZone.ToRecord
q1261	DateTimeZone.ZoneHours
q1262	DateTimeZone.ZoneMinutes
q1263	Value.Add
q1264	Value.Subtract
q1265	Value.Multiply
q1266	Value.Divide
q1267	Value.FromText
q1268	Value.Metadata
q1269	Value.RemoveMetadata
q1270	Value.Metadata Value.ReplaceMetadata
q1271	Value.As
q1272	Number.Type Type.Is Value.ReplaceType Value.Type
q1273	Splitter.SplitTextByPositions
q1274	Splitter.SplitTextByRanges
q1275	Combiner.CombineTextByRanges
q1276	Function.InvokeAfter
q1277	Any.Type Type.Is
q1278	Logical.Type Null.Type Type.Is
q1279	Duration.Type Type.Is
q1280	Date.Type DateTime.Type Type.Is
q1281	Double.Type Int16.Type Int32.Type Int64.Type Int8.Type Type.Is
q1282	Double.Type Single.Type Type.Is
q1283	Decimal.Type Percentage.Type Type.Is
q1284	Byte.Type Currency.Type Type.Is
q1285	Character.Type Type.Is
q1286	Byte.From
q1287	Table.ContainsAll Table.FromRecords
q1288	Table.ContainsAny Table.FromRecords
q1289	Table.DuplicateColumn Table.FromRecords
q1290	Table.FindText Table.FromRecords
q1291	Table.FirstValue Table.FromRecords
q1292	Table.FromRecords Table.HasColumns
q1293	Table.FromRecords Table.IsDistinct
q1294	Table.FromRecords Table.LastN
q1295	Number.Mod Table.FromRecords Table.MatchesAllRows
q1296	Table.FromRecords Table.MatchesAnyRows
q1297	Table.AlternateRows Table.FromRecords
q1298	Table.FromRecords Table.Range
q1299	Table.ApproximateRowCount Table.FromRecords
q1300	Table.FromRecords Table.InsertRows
q1301	Table.FromRecords Table.PositionOfAny
q1302	Table.FromRecords Table.PrefixColumns
q1303	Table.FromRecords Table.RemoveFirstN
q1304	Table.FromRecords Table.RemoveLastN
q1305	Table.FromRecords Table.RemoveRows
q1306	Table.FromRecords Table.Repeat
q1307	Table.FromRecords Table.SingleRow
q1308	Table.FromRecords Table.ToColumns
q1309	Table.FromRecords Table.ToRecords
q1310	Table.FromRecords Table.Transpose
q1311	Table.FromRecords Table.Keys
q1312	Table.FromRecords Table.SplitAt
q1313	Table.FromRecords Table.Split
q1314	Table.FromRecords Table.RemoveMatchingRows
q1315	Table.FromRecords Table.ReplaceMatchingRows
q1316	Table.FromRecords Table.ReplaceRows
q1317	Table.FromRecords Table.TransformColumnNames Text.Upper
q1318	Table.FromRecords Table.TransformRows
q1319	Table.AddJoinColumn Table.FromRecords
q1320	Table.FromRecords Table.Partition
q1321	Combiner.CombineTextByDelimiter Table.FromRecords Table.ToList
q1322	Table.FromRecords Table.SelectRowsWithErrors
q1323	Table.FromRecords Table.StopFolding
q1324	List.Sum Table.AggregateTableColumn Table.FromRecords
q1325	TextEncoding.Ascii TextEncoding.BigEndianUnicode TextEncoding.Unicode TextEncoding.Utf16 TextEncoding.Utf8 TextEncoding.Windows
q1326	Uri.Combine
q1327	Uri.EscapeDataString
q1328	Type.FunctionRequiredParameters
q1329	Type.ForRecord Type.IsOpenRecord
q1330	Type.TableKeys
q1331	Type.ForRecord Type.IsOpenRecord
q1332	Type.ForRecord Type.IsOpenRecord
q1333	Date.AddDays Date.IsInPreviousNDays DateTime.Date DateTime.LocalNow
q1334	Date.AddDays Date.IsInPreviousNDays DateTime.Date DateTime.LocalNow
q1335	Date.AddDays Date.IsInNextNDays DateTime.Date DateTime.LocalNow
q1336	Date.AddDays Date.IsInNextNDays DateTime.Date DateTime.LocalNow
q1337	Date.IsInCurrentYear DateTime.Date DateTime.LocalNow
q1338	Date.AddDays Date.IsInCurrentYear DateTime.Date DateTime.LocalNow
q1339	Date.IsInYearToDate DateTime.Date DateTime.LocalNow
q1340	Date.AddDays Date.IsInYearToDate DateTime.Date DateTime.LocalNow
q1341	BinaryFormat.Decimal Number.ToText
q1342	BinaryFormat.SignedInteger64 Number.ToText
q1343	BinaryFormat.UnsignedInteger64 Number.ToText
q1344	Date.AddDays Date.IsInPreviousNWeeks DateTime.Date DateTime.LocalNow
q1345	Date.AddDays Date.IsInPreviousNMonths DateTime.Date DateTime.LocalNow
q1346	Date.IsInCurrentDay DateTime.Date DateTime.LocalNow
q1347	Date.IsInCurrentMonth DateTime.Date DateTime.LocalNow
q1348	Date.IsInCurrentWeek DateTime.Date DateTime.LocalNow
q1349	Date.IsInCurrentQuarter DateTime.Date DateTime.LocalNow
q1350	Date.AddDays Date.IsInNextDay DateTime.Date DateTime.LocalNow
q1351	Date.AddDays Date.EndOfMonth Date.IsInNextMonth DateTime.Date DateTime.LocalNow
q1352	Date.AddDays Date.EndOfQuarter Date.IsInNextQuarter DateTime.Date DateTime.LocalNow
q1353	Date.AddDays Date.EndOfYear Date.IsInNextYear DateTime.Date DateTime.LocalNow
q1354	Date.AddDays Date.IsInPreviousDay DateTime.Date DateTime.LocalNow
q1355	Date.AddDays Date.IsInPreviousMonth Date.StartOfMonth DateTime.Date DateTime.LocalNow
q1356	Date.AddDays Date.IsInPreviousQuarter Date.StartOfQuarter DateTime.Date DateTime.LocalNow
q1357	Date.AddDays Date.IsInPreviousYear Date.StartOfYear DateTime.Date DateTime.LocalNow
q1358	Date.AddDays Date.IsInPreviousNWeeks DateTime.Date DateTime.LocalNow
q1359	Date.AddDays Date.IsInNextNDays DateTime.Date DateTime.LocalNow
q1360	Date.AddDays Date.IsInPreviousNQuarters Date.StartOfQuarter DateTime.Date DateTime.LocalNow
q1361	Date.AddDays Date.EndOfMonth Date.IsInNextNMonths DateTime.Date DateTime.LocalNow
q1362	Date.AddDays Date.EndOfQuarter Date.IsInNextNQuarters DateTime.Date DateTime.LocalNow
q1363	Date.AddDays Date.IsInNextNWeeks DateTime.Date DateTime.LocalNow
q1364	Date.AddDays Date.EndOfYear Date.IsInNextNYears DateTime.Date DateTime.LocalNow
q1365	Date.AddDays Date.IsInNextWeek DateTime.Date DateTime.LocalNow
q1366	Date.AddDays Date.IsInPreviousNYears Date.StartOfYear DateTime.Date DateTime.LocalNow
q1367	Date.AddDays Date.IsInPreviousWeek DateTime.Date DateTime.LocalNow
q1368	DateTime.IsInNextNHours DateTime.LocalNow
q1369	DateTime.IsInNextNMinutes DateTime.LocalNow
q1370	DateTime.IsInNextNSeconds DateTime.LocalNow
q1371	DateTime.IsInPreviousNHours DateTime.LocalNow
q1372	DateTime.IsInPreviousNMinutes DateTime.LocalNow
q1373	DateTime.IsInPreviousNSeconds DateTime.LocalNow
q1374	DateTime.IsInNextHour DateTime.LocalNow
q1375	DateTime.IsInPreviousHour DateTime.LocalNow
q1376	DateTime.Type Type.Is
q1377	Double.From
q1378	Expression.Constant
q1379	Expression.Identifier
q1380	BinaryEncoding.Base64 BinaryEncoding.Hex
q1381	Day.Saturday Day.Sunday
q1382	Int8.From
q1383	Int16.From
q1384	Int32.From
q1385	Guid.From
q1386	Lines.FromBinary Text.ToBinary TextEncoding.Utf8
q1387	Uri.Parts
q1388	List.Percentile
q1389	List.Percentile
q1390	List.Percentile
q1391	DateTimeZone.UtcNow DateTimeZone.ZoneHours
q1392	DateTimeZone.FixedUtcNow DateTimeZone.ZoneHours
q1393	
q1394	Compression.Brotli Compression.Deflate Compression.GZip Compression.LZ4 Compression.None Compression.Snappy Compression.Zstandard
q1395	RoundingMode.AwayFromZero RoundingMode.Down RoundingMode.ToEven RoundingMode.TowardZero RoundingMode.Up
q1396	TraceLevel.Critical TraceLevel.Error TraceLevel.Information TraceLevel.Verbose TraceLevel.Warning
q1397	BinaryOccurrence.Optional BinaryOccurrence.Repeating BinaryOccurrence.Required
q1398	BufferMode.Delayed BufferMode.Eager
q1399	ByteOrder.BigEndian ByteOrder.LittleEndian
q1400	ExtraValues.Error ExtraValues.Ignore ExtraValues.List
q1401	PercentileMode.ExcelExc PercentileMode.ExcelInc PercentileMode.SqlCont PercentileMode.SqlDisc
q1402	LimitClauseKind.AnsiSql2008 LimitClauseKind.Limit LimitClauseKind.LimitOffset LimitClauseKind.None LimitClauseKind.Top
q1403	Value.NullableEquals
q1404	Uri.BuildQueryString
q1405	Binary.ToList Lines.ToBinary
q1406	List.Covariance
q1407	List.Alternate
q1408	Single.From
q1409	Binary.From Binary.ToList
q1410	Time.EndOfHour
q1411	Table.CombineColumnsToRecord Table.FromRecords
q1412	Table.FromRecords Table.PartitionKey
q1413	Table.FromRecords Table.PartitionValues
q1414	Type.TablePartitionKey
q1415	Type.Facets
q1416	Compression.Brotli Compression.Deflate Compression.GZip Compression.None
q1417	BinaryOccurrence.Optional BinaryOccurrence.Repeating BinaryOccurrence.Required
q1418	BufferMode.Delayed BufferMode.Eager
q1419	ByteOrder.BigEndian ByteOrder.LittleEndian
q1420	ExtraValues.Error ExtraValues.Ignore ExtraValues.List
q1421	TraceLevel.Critical TraceLevel.Error TraceLevel.Information TraceLevel.Verbose TraceLevel.Warning
q1422	RoundingMode.AwayFromZero RoundingMode.Down RoundingMode.ToEven RoundingMode.TowardZero RoundingMode.Up
q1423	Occurrence.All Occurrence.First Occurrence.Last Occurrence.Optional
q1424	Order.Ascending Order.Descending
q1425	PercentileMode.ExcelExc PercentileMode.ExcelInc PercentileMode.SqlCont PercentileMode.SqlDisc
q1426	JoinKind.FullOuter JoinKind.Inner JoinKind.LeftAnti JoinKind.LeftOuter JoinKind.LeftSemi JoinKind.RightAnti JoinKind.RightOuter JoinKind.RightSemi
q1427	JoinSide.Left JoinSide.Right
q1428	JoinAlgorithm.Dynamic JoinAlgorithm.LeftHash JoinAlgorithm.LeftIndex JoinAlgorithm.PairwiseHash JoinAlgorithm.RightHash JoinAlgorithm.RightIndex JoinAlgorithm.SortMerge
q1429	MissingField.Error MissingField.Ignore MissingField.UseNull
q1430	GroupKind.Global GroupKind.Local
q1431	CsvStyle.QuoteAfterDelimiter CsvStyle.QuoteAlways
q1432	QuoteStyle.Csv QuoteStyle.None
q1433	RankKind.Competition RankKind.Dense RankKind.Ordinal
q1437	Precision.Decimal Precision.Double
q1438	Day.Friday Day.Monday Day.Saturday Day.Sunday Day.Thursday Day.Tuesday Day.Wednesday
q1439	LimitClauseKind.AnsiSql2008 LimitClauseKind.Limit LimitClauseKind.LimitOffset LimitClauseKind.None LimitClauseKind.Top
q1440	WebMethod.Delete WebMethod.Get WebMethod.Head WebMethod.Patch WebMethod.Post WebMethod.Put
q1441	RelativePosition.FromEnd RelativePosition.FromStart
q1442	ODataOmitValues.Nulls
q1443	SapHanaDistribution.All SapHanaDistribution.Connection SapHanaDistribution.Off SapHanaDistribution.Statement
q1444	SapHanaRangeOperator.Equals SapHanaRangeOperator.GreaterThan SapHanaRangeOperator.GreaterThanOrEquals SapHanaRangeOperator.LessThan SapHanaRangeOperator.LessThanOrEquals SapHanaRangeOperator.NotEquals
q1445	SapBusinessWarehouseExecutionMode.BasXml SapBusinessWarehouseExecutionMode.BasXmlGzip SapBusinessWarehouseExecutionMode.DataStream
q1446	Compression.LZ4 Compression.Snappy Compression.Zstandard
q1447	Binary.Type Date.Type Logical.Type Number.Type Text.Type Time.Type Type.Is
q1448	Any.Type DateTimeZone.Type Duration.Type Function.Type List.Type Record.Type Table.Type Type.Is
q1449	Character.FromNumber Character.ToNumber
q1450	Function.IsDataSource Text.Upper
q1451	Logical.From Logical.FromText Logical.ToText
q1452	DateTime.FromText Duration.FromText
q1453	Json.Document Json.FromValue
q1454	Record.FromList Record.ToList
q1455	Text.Format
q1456	Action.WithErrorContext
q1457	Binary.InferContentType
q1458	Binary.Length Binary.View
q1459	Binary.ViewError Value.Is
q1460	Binary.View Binary.ViewFunction Value.Is
q1461	DateTime.AddZone
q1462	DateTimeZone.ToLocal
q1464	List.DateTimeZones
q1465	List.Times
q1466	Variable.ValueOrDefault
q1467	DateTime.FixedLocalNow DateTimeZone.FixedLocalNow DateTimeZone.LocalNow Value.Is
q1468	Diagnostics.ActivityId Diagnostics.CorrelationId Value.Is
q1469	DateTime.IsInCurrentHour DateTime.IsInCurrentMinute DateTime.LocalNow
q1470	Diagnostics.Trace TraceLevel.Information
q1476	Type.IsOpenRecord Type.Union
q1477	Type.FunctionReturn Type.IsNullable
q1479	Value.Lineage
q1480	Value.Traits
q1481	Table.ViewError Value.Is
q1482	Value.Is Value.ViewError
q1483	Variable.Value
q1484	Value.Versions
q1485	Type.TableSchema Value.Is
q1486	Type.IsNullable Type.TableColumn
q1487	Type.IsOpenRecord Type.TableRow
q1488	Value.Optimize
q1489	Text.Upper Value.Is Value.ViewFunction
q1491	Function.From Text.Upper Value.Is
